,library,run,r1_file,reads_raw_r1,reads_primers,reads_filtered,reads_merged,reads_tabled,SampleID,Order,Family,Genus,Species,Sample_type,Location.or.lat,DOI,Location,Source,Richness,Shannon,ISimpson,Depth
ERR1524140,ERR1524140,PRJEB14747,ERR1524140.fastq.gz,44180,44180,30215,4820,4820,ERR1524140,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia_capensis,Gizzard,"8.878333,70.491111",Missing: Not provided,Venezuela,EMP,137,65.91208162,37.3881529,4820
ERR1524141,ERR1524141,PRJEB14747,ERR1524141.fastq.gz,34492,34492,25629,4869,4869,ERR1524141,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia_capensis,Lower intestine,"8.878333,70.491111",Missing: Not provided,Venezuela,EMP,135,70.75799594,45.16243278,4869
ERR1524142,ERR1524142,PRJEB14747,ERR1524142.fastq.gz,28511,28511,21339,4916,4916,ERR1524142,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia_capensis,Upper intestine,"8.878333,70.491111",Missing: Not provided,Venezuela,EMP,123,64.06528013,39.34746563,4916
ERR1524143,ERR1524143,PRJEB14747,ERR1524143.fastq.gz,29063,29063,21167,4903,4903,ERR1524143,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia_capensis,Gizzard,"8.878333,70.491111",Missing: Not provided,Venezuela,EMP,128,48.76951413,18.03914004,4903
ERR1524144,ERR1524144,PRJEB14747,ERR1524144.fastq.gz,25094,25094,18673,4870,4870,ERR1524144,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia_capensis,Lower intestine,"8.878333,70.491111",Missing: Not provided,Venezuela,EMP,123,61.27476513,36.16726343,4870
ERR1524145,ERR1524145,PRJEB14747,ERR1524145.fastq.gz,25532,25532,19087,4824,4824,ERR1524145,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia_capensis,Upper intestine,"8.878333,70.491111",Missing: Not provided,Venezuela,EMP,123,65.01655257,40.78034214,4824
SRR12961937,SRR12961937,run1,SRR12961937_1.fastq.gz,22603,22603,20412,4908,4908,SRR12961937,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,60,8.082377566,3.601027906,4908
SRR12961938,SRR12961938,run1,SRR12961938_1.fastq.gz,56903,56903,51751,4988,4988,SRR12961938,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,16,2.009372588,1.3796082,4988
SRR12961940,SRR12961940,run1,SRR12961940_1.fastq.gz,37974,37974,34469,4937,4937,SRR12961940,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,31,7.330053478,4.828623468,4937
SRR12961941,SRR12961941,run1,SRR12961941_1.fastq.gz,14728,14728,13109,4910,4910,SRR12961941,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,163,55.69886597,15.0728003,4910
SRR12961942,SRR12961942,run1,SRR12961942_1.fastq.gz,36144,36144,32164,4819,4819,SRR12961942,Passeriformes,#N/A,Meliphaanaloga,,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,209,88.57647419,28.32289259,4819
SRR12961943,SRR12961943,run1,SRR12961943_1.fastq.gz,30374,30374,27618,4898,4898,SRR12961943,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,73,14.01079739,6.700301858,4898
SRR12961944,SRR12961944,run1,SRR12961944_1.fastq.gz,37571,37571,34288,4915,4915,SRR12961944,Passeriformes,#N/A,Meliphaaruensis,,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,21,4.1896685,2.797510833,4915
SRR12961946,SRR12961946,run1,SRR12961946_1.fastq.gz,21169,21169,19142,4940,4940,SRR12961946,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,87,24.97673875,12.57519527,4940
SRR12961947,SRR12961947,run1,SRR12961947_1.fastq.gz,52345,52345,48779,4827,4827,SRR12961947,Passeriformes,Rhagologidae,Rhagologus,leucostigma,Cloacal swabs,Snowpass,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,170,83.03031698,31.73542788,4827
SRR12961949,SRR12961949,run1,SRR12961949_1.fastq.gz,23734,23734,21244,4644,4644,SRR12961949,Passeriformes,Acanthizidae,Crateroscelis,nigrorufa,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,228,100.6696835,31.97943042,4644
SRR12961950,SRR12961950,run1,SRR12961950_1.fastq.gz,15719,15719,13533,4974,4974,SRR12961950,Passeriformes,Acanthizidae,Sericornis,nouhuysi,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,93,46.07316399,25.41362889,4974
SRR12961951,SRR12961951,run1,SRR12961951_1.fastq.gz,31781,31781,28471,4947,4947,SRR12961951,Passeriformes,Acanthizidae,Sericornis,nouhuysi,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,130,71.89464209,40.17487938,4947
SRR12961953,SRR12961953,run1,SRR12961953_1.fastq.gz,31109,31109,27619,4851,4851,SRR12961953,Passeriformes,Petroicidae,Peneothello,cyanus,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,80,8.90215949,3.799550555,4851
SRR12961954,SRR12961954,run1,SRR12961954_1.fastq.gz,30936,30936,27676,4829,4829,SRR12961954,Passeriformes,Acanthizidae,Sericornis,nouhuysi,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,223,47.96579778,7.472087225,4829
SRR12961955,SRR12961955,run1,SRR12961955_1.fastq.gz,40706,40706,37094,4898,4898,SRR12961955,Passeriformes,Rhipiduridae,Rhipidura,atra,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,68,3.964952006,1.739757793,4898
SRR12961957,SRR12961957,run1,SRR12961957_1.fastq.gz,43048,43048,38097,4784,4784,SRR12961957,Passeriformes,Rhipiduridae,Rhipidura,atra,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,244,158.0348883,104.7885425,4784
SRR12961958,SRR12961958,run1,SRR12961958_1.fastq.gz,39797,39797,36400,4908,4908,SRR12961958,Passeriformes,Rhipiduridae,Rhipidura,atra,Cloacal swabs,Snowpass,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,87,10.89368153,4.609224931,4908
SRR12961959,SRR12961959,run1,SRR12961959_1.fastq.gz,26636,26636,23688,4745,4745,SRR12961959,Passeriformes,Acanthizidae,Sericornis,nouhuysi,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,218,127.0829829,77.50092078,4745
SRR12961960,SRR12961960,run1,SRR12961960_1.fastq.gz,51323,51323,43956,4924,4924,SRR12961960,Passeriformes,Melanocharitidae,Melanocharis,striativentris,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,89,18.00218227,5.309111102,4924
SRR12961962,SRR12961962,run1,SRR12961962_1.fastq.gz,21432,21432,19155,4946,4946,SRR12961962,Passeriformes,Meliphagidae,Timeliopsis,fulvigula,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,63,23.18073778,16.23761979,4946
SRR12961963,SRR12961963,run1,SRR12961963_1.fastq.gz,35218,35218,31900,4912,4912,SRR12961963,Passeriformes,Acanthizidae,Crateroscelis,nigrorufa,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,40,6.019591929,3.086917717,4912
SRR12961964,SRR12961964,run1,SRR12961964_1.fastq.gz,20668,20668,19248,4956,4956,SRR12961964,Passeriformes,Meliphagidae,Melilestes,megarhynchus,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,15,1.273694663,1.082688106,4956
SRR12961965,SRR12961965,run1,SRR12961965_1.fastq.gz,74590,74590,69229,4975,4975,SRR12961965,Passeriformes,Estrildidae,Erythrura,trichroa,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,11,1.904895185,1.454871182,4975
SRR12961966,SRR12961966,run1,SRR12961966_1.fastq.gz,43773,43773,38627,4913,4913,SRR12961966,Passeriformes,Petroicidae,Peneothello,cyanus,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,46,2.255787721,1.30960043,4913
SRR12961967,SRR12961967,run1,SRR12961967_1.fastq.gz,40948,40948,37947,4917,4917,SRR12961967,Passeriformes,Meliphagidae,Melilestes,megarhynchus,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,52,2.040507095,1.247060044,4917
SRR12961968,SRR12961968,run1,SRR12961968_1.fastq.gz,23293,23293,21318,4877,4877,SRR12961968,Passeriformes,Petroicidae,Peneothello,cyanus,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,62,9.380620449,4.892620873,4877
SRR12961969,SRR12961969,run1,SRR12961969_1.fastq.gz,34871,34871,32040,4975,4975,SRR12961969,Passeriformes,Estrildidae,Erythrura,trichroa,Cloacal swabs,Snowpass,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,17,3.489384843,2.511444032,4975
SRR12961970,SRR12961970,run1,SRR12961970_1.fastq.gz,44157,44157,40969,4935,4935,SRR12961970,Passeriformes,Acanthizidae,Sericornis,nouhuysi,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,34,2.953057938,1.633717364,4935
SRR12961971,SRR12961971,run1,SRR12961971_1.fastq.gz,36067,36067,33140,4934,4934,SRR12961971,Passeriformes,Melanocharitidae,Toxorhamphus,poliopterus,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,106,13.89040645,3.531983102,4934
SRR12961972,SRR12961972,run1,SRR12961972_1.fastq.gz,34585,34585,31145,4917,4917,SRR12961972,Passeriformes,Petroicidae,Peneothello,cyanus,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,121,18.26270752,4.731403319,4917
SRR12961973,SRR12961973,run1,SRR12961973_1.fastq.gz,17540,17540,15708,4904,4904,SRR12961973,Passeriformes,Acanthizidae,Sericornis,nouhuysi,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,76,4.213164656,1.671357229,4904
SRR12961974,SRR12961974,run1,SRR12961974_1.fastq.gz,25714,25714,22897,4868,4868,SRR12961974,Passeriformes,Petroicidae,Peneothello,cyanus,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,129,22.46433531,5.545872393,4868
SRR12961975,SRR12961975,run1,SRR12961975_1.fastq.gz,56374,56374,50889,4935,4935,SRR12961975,Passeriformes,Melanocharitidae,Melanocharis,striativentris,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,153,73.06354899,31.99279203,4935
SRR12961976,SRR12961976,run1,SRR12961976_1.fastq.gz,24077,24077,19691,4990,4990,SRR12961976,Passeriformes,Melanocharitidae,Melanocharis,striativentris,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,46,22.9120817,14.67801054,4990
SRR12961977,SRR12961977,run1,SRR12961977_1.fastq.gz,5703,5703,5084,4995,4995,SRR12961977,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,30,13.1889695,8.738184638,4995
SRR12961978,SRR12961978,run1,SRR12961978_1.fastq.gz,29056,29056,24805,4967,4967,SRR12961978,Passeriformes,Meliphagidae,Melilestes,megarhynchus,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,11,1.925111617,1.398153703,4967
SRR12961979,SRR12961979,run1,SRR12961979_1.fastq.gz,48407,48407,45189,4978,4978,SRR12961979,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,91,51.77915436,33.06736376,4978
SRR12961981,SRR12961981,run1,SRR12961981_1.fastq.gz,42334,42334,37956,4742,4742,SRR12961981,Passeriformes,Acanthizidae,Sericornis,nouhuysi,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,235,166.0565907,121.5017074,4742
SRR12961982,SRR12961982,run1,SRR12961982_1.fastq.gz,53603,53603,48648,4994,4994,SRR12961982,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,77,40.70214556,23.48614941,4994
SRR12961983,SRR12961983,run1,SRR12961983_1.fastq.gz,32105,32105,29140,4979,4979,SRR12961983,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,79,31.61600155,16.95354579,4979
SRR12961984,SRR12961984,run1,SRR12961984_1.fastq.gz,29304,29304,25711,4988,4988,SRR12961984,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,37,7.904639389,3.405277712,4988
SRR12961985,SRR12961985,run1,SRR12961985_1.fastq.gz,30885,30885,29053,4761,4761,SRR12961985,Passeriformes,Acanthizidae,Sericornis,nouhuysi,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,126,13.28384643,4.183640865,4761
SRR12961987,SRR12961987,run1,SRR12961987_1.fastq.gz,66817,66817,61118,4914,4914,SRR12961987,Passeriformes,Acanthizidae,Crateroscelis,robusta,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,186,101.7557586,47.87407463,4914
SRR12961988,SRR12961988,run1,SRR12961988_1.fastq.gz,21559,21559,20232,4872,4872,SRR12961988,Passeriformes,Petroicidae,Peneothello,cyanus,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,83,5.500303919,2.00284018,4872
SRR12961990,SRR12961990,run1,SRR12961990_1.fastq.gz,55883,55883,53284,4974,4974,SRR12961990,Passeriformes,Cnemophilidae,Cnemophilus,loriae,Cloacal swabs,Dengenumbu,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,12,1.216434728,1.065532874,4974
SRR12961991,SRR12961991,run1,SRR12961991_1.fastq.gz,36339,36339,33998,4957,4957,SRR12961991,Passeriformes,Melanocharitidae,Toxorhamphus,poliopterus,Cloacal swabs,Snowpass,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,25,7.797823719,5.648403567,4957
SRR12961994,SRR12961994,run1,SRR12961994_1.fastq.gz,40260,40260,36334,4838,4838,SRR12961994,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,81,9.229723662,3.062248855,4838
SRR12961995,SRR12961995,run1,SRR12961995_1.fastq.gz,26671,26671,24508,4968,4968,SRR12961995,Passeriformes,Meliphagidae,Melilestes,megarhynchus,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,23,3.162584462,1.93995903,4968
SRR12961996,SRR12961996,run1,SRR12961996_1.fastq.gz,29731,29731,26529,4756,4756,SRR12961996,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,245,157.6562584,96.64485917,4756
SRR12961997,SRR12961997,run1,SRR12961997_1.fastq.gz,32631,32631,29619,4897,4897,SRR12961997,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,53,9.601774073,4.540511868,4897
SRR12961998,SRR12961998,run1,SRR12961998_1.fastq.gz,26267,26267,23599,4970,4970,SRR12961998,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,13,1.8743923,1.351701873,4970
SRR12961999,SRR12961999,run1,SRR12961999_1.fastq.gz,46744,46744,43992,4927,4927,SRR12961999,Passeriformes,Estrildidae,Erythrura,trichroa,Cloacal swabs,Snowpass,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,14,2.213164367,1.433061131,4927
SRR12962000,SRR12962000,run1,SRR12962000_1.fastq.gz,36093,36093,33339,4976,4976,SRR12962000,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,20,4.61902772,2.585048411,4976
SRR12962001,SRR12962001,run1,SRR12962001_1.fastq.gz,63942,63942,58061,4892,4892,SRR12962001,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,74,15.47553671,5.328378041,4892
SRR12962002,SRR12962002,run1,SRR12962002_1.fastq.gz,62340,62340,58362,4978,4978,SRR12962002,Passeriformes,Meliphagidae,Melilestes,megarhynchus,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,3,1.008650961,1.002011343,4978
SRR12962003,SRR12962003,run1,SRR12962003_1.fastq.gz,35711,35711,32373,4953,4953,SRR12962003,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,28,6.98789653,3.540193889,4953
SRR12962004,SRR12962004,run1,SRR12962004_1.fastq.gz,26055,26055,24189,4973,4973,SRR12962004,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,33,7.251991739,3.461973519,4973
SRR12962005,SRR12962005,run1,SRR12962005_1.fastq.gz,36382,36382,32183,4858,4858,SRR12962005,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,160,56.53957028,17.08201045,4858
SRR12962006,SRR12962006,run1,SRR12962006_1.fastq.gz,39219,39219,35241,4948,4948,SRR12962006,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,36,6.21732104,3.314995094,4948
SRR12962008,SRR12962008,run1,SRR12962008_1.fastq.gz,36853,36853,33853,4928,4928,SRR12962008,Passeriformes,#N/A,Symposiachrus,guttula,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,46,3.040113678,1.633882559,4928
SRR12962009,SRR12962009,run1,SRR12962009_1.fastq.gz,38377,38377,34894,4974,4974,SRR12962009,Passeriformes,Sturnidae,Aplonis,metallica,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,30,6.721317562,3.140478365,4974
SRR12962010,SRR12962010,run1,SRR12962010_1.fastq.gz,32571,32571,30152,4944,4944,SRR12962010,Passeriformes,Melanocharitidae,Toxorhamphus,poliopterus,Cloacal swabs,Snowpass,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,49,9.371705506,4.872732347,4944
SRR12962011,SRR12962011,run1,SRR12962011_1.fastq.gz,33851,33851,30584,4969,4969,SRR12962011,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,42,13.36073969,6.723244557,4969
SRR12962012,SRR12962012,run1,SRR12962012_1.fastq.gz,35361,35361,31314,4831,4831,SRR12962012,Passeriformes,Rhipiduridae,Rhipidura,threnothorax,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,176,62.61031516,17.06637724,4831
SRR12962013,SRR12962013,run1,SRR12962013_1.fastq.gz,30295,30295,27309,4889,4889,SRR12962013,Passeriformes,Melanocharitidae,Toxorhamphus,novaeguineae,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,53,10.51198026,4.680460544,4889
SRR12962014,SRR12962014,run1,SRR12962014_1.fastq.gz,63437,63437,57625,4977,4977,SRR12962014,Passeriformes,Sturnidae,Aplonis,metallica,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,19,3.917117288,3.164390471,4977
SRR12962016,SRR12962016,run1,SRR12962016_1.fastq.gz,45490,45490,40334,4860,4860,SRR12962016,Passeriformes,Sturnidae,Aplonis,metallica,Cloacal swabs,"-5.713083028358389, 145.38598190590895",10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,80,5.372400135,2.308555268,4860
